3006	30158
2484	30486
3508	29983
3614	30154
4276	29700
2647	28308
2789	28039
2501	27503
2862	32290
5120	35164
6351	28820
3437	32192
4071	30596
4232	30755
5656	30742
3652	32190
8036	27969
2678	27458
3166	27896
2211	26702
2947	27355
3742	27345
4128	27664
4253	27063
1508	25357
6099	35690
5846	34547
4155	35940
2301	32299
5631	36345
6964	34536
6662	35821
5608	33934
6378	33195
6549	29508
6603	29896
8061	27489
8960	27637
4497	33037
4697	31996
5727	31404
6670	30609
4803	31493
5775	32075
6708	31531
7248	31295
5711	32203
5498	33633
5260	32999
7340	27443
8088	27059
10266	27179
9613	26273
9684	28148
2859	27138
2634	26552
3771	26788
3929	27163
1285	23319
580	25708
3638	26463
6637	27147
6432	26859
6899	27236
1285	23174
7386	33529
7509	34927
8591	36355
6535	32363
5608	32743
7757	32563
8091	33948
7663	35012
9357	36866
8476	35876
8478	37046
5742	32211
6568	32225
6170	29558
6220	29933
8101	26861
8927	26922
9651	28215
9703	26354
10445	27556
10771	26965
9558	26218
7048	27132
7992	26853
8001	26725
11747	26944
10529	27730
9934	25708
10875	26921
10372	26081
9342	25989
9945	25664
9515	28521
10871	28300
332	23966
1285	22585
1721	22786
1902	22629
6678	25597
6789	26888
7425	26246
6674	25288
7748	26613
1727	18877
330	22218
7928	32105
8261	34025
8654	33060
8447	35427
8635	35867
12335	38626
9978	36229
8900	33164
8403	30930
8633	34048
10403	33996
9365	35577
10333	36592
12341	39556
12314	37936
13057	38768
9144	36180
8687	26410
8622	26287
8937	26262
9185	29247
10725	29084
11152	28805
11645	28336
10153	25781
11957	27251
11987	26784
10253	25820
10704	25927
11536	26631
10756	26208
9160	25791
10458	24006
8122	26736
12251	27049
12481	26392
10197	25618
12233	26083
10297	25651
8616	25184
8810	26116
9815	23845
10687	23953
10518	29637
11063	29233
9148	29318
10178	30015
11265	29012
3035	21666
2000	17928
3512	19092
3598	21186
6808	24646
6339	24221
7411	25305
7375	25451
7444	25414
7292	24882
6689	24150
5592	24419
7313	23309
2330	16810
3575	19092
8966	32177
9113	31216
9192	32305
8764	30934
9905	33516
9377	32422
9090	33225
10435	32816
12886	37558
12316	37814
13595	38874
13025	38456
10723	35852
10977	37105
9542	32524
9415	32444
9897	30688
10285	33006
10696	32508
11098	36315
10474	34793
11019	35326
11392	36722
10958	37852
11451	37660
13178	37537
13050	37792
12318	37577
13205	37076
14368	38982
13169	37968
8518	25987
8222	25265
11296	29341
10821	30181
11453	29414
12687	26577
12979	26784
12773	26100
12564	25822
8374	24585
9448	25251
8827	23772
11056	24075
13211	26425
12965	26273
12963	25902
12769	25661
7778	24746
8141	23757
8810	23501
10673	23269
11988	23698
10844	30259
11232	29983
9697	31481
10981	31199
11511	29860
3550	22460
5227	20904
3711	22489
2901	20358
3902	20925
3160	15502
1130	16447
3164	17039
3600	18297
3585	18495
3614	18132
3911	19467
3982	19086
2870	19740
2981	19863
4190	21250
4555	20370
3185	20097
2678	20114
7052	24045
5325	24565
5878	24696
7967	23021
7536	23918
5127	24663
5759	24867
8118	23670
8675	23100
4317	13316
3356	17087
4282	19895
3980	18441
4780	19069
9626	31454
10036	31952
12339	31320
13855	37608
12053	37573
12299	36561
13217	35536
13795	35605
15153	38876
11248	34929
10689	34124
11876	36555
11778	37573
11063	31079
11617	30816
12485	30937
11484	34653
11703	35080
11874	36332
14239	37599
14223	36794
12368	35760
12514	35323
13467	33543
15379	39464
15094	38436
16844	38075
11257	30077
11536	29948
13436	25728
13995	25575
13678	26684
12982	25883
13042	25447
9628	23251
10247	22936
11115	21991
10545	23067
12414	23539
14185	27170
13774	26508
13981	25536
13226	25635
13743	24883
10992	21928
10904	22122
12788	23570
12020	30628
4636	20306
6132	18729
4987	11650
3763	17165
2714	17698
3185	17982
4735	18226
4764	18393
4743	17519
6259	18203
5271	19062
4776	18848
4522	24944
5652	25021
6013	25042
3984	25453
5058	13852
5246	11024
5104	18389
12704	31078
12158	30720
14625	37585
14638	38436
14602	36777
11655	35585
12608	34822
13480	32785
15075	37577
20532	37229
16771	37916
12206	34051
12216	33579
12181	30553
12667	30453
13390	31546
12550	34207
12489	33811
13027	33310
15063	36615
13799	32131
16125	37562
17743	37542
23863	35800
20548	36971
20233	37934
14106	25360
14498	25567
13947	25891
14441	25952
14364	26605
14070	27420
13186	24110
13889	24759
10810	21357
11123	21494
13013	23718
12981	23676
14871	26652
13897	27799
13482	27255
14625	27622
14721	25621
14325	25339
14314	25598
14258	24462
14688	24102
11661	21532
10212	21065
13084	23196
11886	22727
6157	18625
7141	19227
6226	18333
5298	10943
4974	10901
4643	16693
5519	13928
6332	17888
7045	18182
6320	16332
6480	17294
7142	17492
3675	24527
5659	13715
7010	8377
5488	10987
3809	10772
13445	31598
13970	30878
12754	30226
15657	36559
15057	35772
12602	33909
12946	33389
13822	32039
17263	36766
20550	36366
19814	36393
24244	36165
23569	35417
30332	29890
12692	33625
13253	29159
14112	30742
14085	30865
16262	35993
14047	35516
15048	35489
13897	31716
14663	31937
14932	31960
14660	31864
17804	36603
23445	35239
23183	35440
30193	29796
31023	28148
20452	36067
20905	36339
21395	36136
19358	36409
14483	25606
15169	25631
14671	25063
14905	26000
13561	28507
14496	28031
14825	27865
14894	23924
10109	21013
9918	21522
11601	20867
11943	21505
13123	23086
13714	23090
14185	29474
15532	27991
15098	24844
15413	25241
15866	25664
14967	23848
14806	23826
12391	21701
11797	19776
11668	20887
11989	22706
9231	20568
10508	20512
9730	21257
8286	22387
13576	22339
14168	23038
14208	23422
12871	22502
13415	22385
12471	22592
6989	18856
7058	18635
8675	19407
8463	19810
8495	19745
8318	20108
7751	7257
6151	7743
7440	8740
6966	11598
5731	11272
6710	16295
6220	13246
6336	14090
6557	16996
7736	18420
8858	18777
8213	18508
8214	17832
6774	15923
7972	16772
7133	15060
7757	10302
8451	9573
7844	7925
9062	5272
6046	11740
6489	12000
7312	11356
14225	31803
15032	34972
14189	31962
14310	31939
18527	35990
18759	36428
19971	34368
21009	35191
19443	35725
23172	34395
22966	34518
22578	34080
22684	34810
30118	29796
30420	28031
31392	28250
31296	23956
14961	34431
14945	32201
15739	32097
14933	31830
14921	32872
14968	31348
16346	32510
14652	30975
18177	35344
22292	34336
29628	29783
30153	29191
30739	28874
30408	28079
30214	28849
29617	27835
30493	26930
31734	24158
30854	23778
31311	23040
20657	34180
19785	33709
19211	34573
21961	35621
22862	36113
21954	35408
22198	35390
22436	35079
18732	35244
19280	35158
15929	25674
15897	25480
15714	24707
15034	24460
15440	24385
15367	28827
16033	28073
15167	23643
14820	23787
8282	21198
10341	20420
12176	21142
12414	20681
11576	19686
12531	18485
11866	19813
12733	21793
13242	21897
14556	23543
14076	22199
14665	22980
14631	29647
16905	27288
14988	24192
15176	24306
15274	24198
15985	24804
15995	24145
16189	25695
15927	25321
15317	23488
15098	23572
14973	24062
15002	24029
15007	23885
15075	23962
15205	23689
14929	23947
14836	23724
14905	23778
12754	21557
12285	18447
12621	18316
14168	20374
11044	19478
10552	19586
12389	20166
13426	21351
9415	20218
10020	19607
9542	19976
14542	22085
13292	21643
14529	22475
14736	23092
14635	23588
14750	23309
8862	19033
9651	19891
8975	18814
9913	3985
8472	4043
9211	5403
7961	7333
7922	11247
8305	10209
8359	7625
9488	8757
8944	9986
6305	12134
8141	13683
7477	11312
7648	14345
8893	18702
9017	18737
9934	19123
7882	16482
6918	15961
6979	16293
7903	14009
7002	13554
8516	11160
9279	10271
9868	9283
9774	8561
8831	6924
11409	3040
9868	6137
6704	12741
6499	12937
8601	12557
8572	14103
17122	35500
18327	34508
18728	33645
19697	33246
18851	34600
20582	33369
20780	34128
21900	33519
21760	33644
20388	31749
29648	29178
29121	29153
29317	27752
29767	26909
30080	26242
30293	28538
29874	23378
31148	22961
31261	20224
15190	34304
15614	34068
17069	34548
15295	32971
16913	32181
16594	32931
15968	29923
15536	33044
14567	29720
16068	29172
17149	32610
17307	31957
16444	33017
14579	29634
17939	34442
18492	34047
28455	28769
29327	28488
28462	28448
28889	27722
29788	26254
29352	26896
30084	25847
27971	22696
29861	23495
29993	22913
30677	22898
30606	20896
30664	20241
31106	17425
31665	20224
20413	32224
21095	34507
21043	33894
19312	32944
21523	35018
21789	34757
21372	34276
21986	34589
21560	34115
16529	25716
16177	25356
15879	26057
16462	26092
16033	24836
16081	24200
15803	24079
16185	23451
15040	24162
15213	24266
15142	24049
15372	24093
17120	27838
16928	26345
15401	23395
15245	23415
15040	23513
15272	23757
15359	23520
10139	19509
14247	21188
10639	19350
11165	19192
10510	19569
14035	21079
13974	20356
14362	20381
11845	18272
13238	16305
13017	17738
13403	16522
12700	18355
12544	19959
12860	20464
11999	19576
12685	19767
14823	23217
14425	21463
14888	21909
15075	22927
14929	23113
17161	27871
17858	26771
16719	26335
16930	26117
15084	24116
15238	23939
15457	24191
16231	24283
16266	24175
16152	24853
16073	23424
15645	23837
15541	24291
16611	25722
16540	25389
15420	23582
15447	23443
15188	23361
15536	23253
15334	23330
15347	23837
11868	16964
10673	17131
13084	17821
13155	18658
13960	17237
13837	20372
14648	20427
14066	19715
13622	20860
13478	21154
10570	19536
10650	19309
10258	19480
13201	20289
13274	20483
14815	21173
10189	19421
14904	21768
15130	22863
15005	23032
9986	16435
15735	1328
11709	3357
9915	6210
10750	5291
8184	11900
8627	11421
10124	9633
10865	7841
10149	11135
6866	12983
6666	13143
6495	13268
9277	11956
9183	13112
7156	13421
10464	15947
10364	16047
9550	16022
10856	11986
10823	10538
10414	9418
11252	8799
10988	10188
10583	7224
11382	7631
11826	3659
12470	2777
16371	1261
15868	2710
16041	251
11154	4903
10829	4052
9988	12657
10769	16172
10950	15444
17751	34406
19714	31889
19174	32696
20392	31870
19921	31121
19543	30612
29365	26492
28910	26888
28489	27697
29809	25829
29377	26233
30088	25597
31029	24291
29828	23783
29884	21899
27160	22406
28255	22012
30645	21711
29699	21102
29571	20256
30741	17456
30858	16205
29600	20153
30508	18940
30358	19427
16006	33853
16702	34198
17249	34321
16236	33725
16713	34150
17168	33205
15995	33290
17583	31795
16704	33470
16093	28958
16980	29266
16973	28953
16994	28550
17879	29187
18152	31720
18221	30789
28480	28060
27652	28423
27329	28037
27223	28404
27646	28824
28921	26484
28520	26878
27786	27668
29811	25587
29394	25814
28929	26219
29824	25322
26831	22293
27381	21732
28497	21301
29813	24154
29213	20285
29724	19670
26818	19175
30476	18470
29415	19085
30186	17753
29955	17119
30585	13842
30499	16314
31519	15815
31628	17227
18360	32412
18742	32304
18438	31761
16752	25726
16548	25191
16458	24348
16306	24782
16448	26323
16492	26095
16732	26111
15553	23918
15876	23612
15514	23687
15824	23299
15295	23883
15516	24137
17168	27942
17489	27861
17683	27719
18181	26664
16946	25731
15635	23146
15468	23192
15507	23503
15578	23303
15270	23274
15418	23774
15482	23649
14880	21173
14813	21125
12496	20485
13709	20403
13055	19953
14450	19920
14836	20366
13935	19465
11300	16556
12060	16478
11102	16762
13866	17123
14419	16904
12979	15953
12454	16101
12504	15329
14079	16093
14515	16751
14051	17191
13299	17690
13420	18330
13330	18449
14934	21893
14901	21654
15305	22662
17975	28209
17216	28949
18112	25915
18744	27013
18288	27665
16851	24454
16471	23499
16193	23404
16625	23201
16613	24590
15699	23430
15749	23240
16780	25208
15564	23561
15411	23132
15707	23065
13682	17504
13595	18066
14016	18808
13722	18789
14104	19354
14022	17338
14348	17761
14414	19669
14366	19699
14798	20512
14875	20183
14179	19713
14327	19626
14886	21213
15242	21177
14813	20816
14880	21469
14946	21940
15140	22406
19297	961
15951	3117
12287	4458
11928	5462
11638	4711
11313	3862
11674	9691
12007	8438
12156	7647
11192	10463
11248	11531
11117	12297
10310	12974
11232	15696
11361	15022
12189	11723
11503	12764
12143	11316
10987	10757
12051	10300
12385	9176
12366	6433
12842	8690
11455	3806
11778	4657
12448	5065
21516	1294
16062	3509
16911	3290
10808	13462
11688	16161
11630	15281
11868	14501
18544	32018
18290	32046
19368	30310
18200	31597
19280	30158
28535	26473
27807	26863
27442	27637
29244	25560
28945	25801
28541	26214
26662	22233
27073	21632
27629	21019
27842	20418
29717	18149
29271	17507
31148	10478
29659	14501
31348	13302
29863	16595
28380	17945
18813	29939
17084	27952
17862	28946
18136	29000
17088	27882
18169	28944
17910	28308
18774	29600
19065	29785
26937	27839
27146	28636
27087	27530
26284	27518
26647	28440
27458	26848
27821	26456
28952	25553
28962	25290
28560	25785
27830	26192
25827	21937
26624	22487
27327	20921
26724	19601
27461	20462
29069	18589
28276	17845
29947	8667
29459	10513
30093	15627
29238	14803
29563	16724
28649	17657
29748	15936
17124	25739
16969	25221
16873	24633
16959	24318
15637	23365
15712	23207
18333	28074
18231	27158
18102	25590
18056	25861
18187	26718
18221	27062
17336	25720
15858	22923
15963	23238
15550	22977
15705	21211
14800	20696
14369	19488
14952	19901
14953	20604
14237	19248
12105	15738
14104	17288
14857	16301
14719	16182
15178	16053
12097	14797
14285	15755
12733	15096
12375	14731
13178	14651
14600	15463
14135	15607
15943	19029
14836	17396
13866	17721
14231	18572
14214	18956
15057	21918
14819	21213
14957	21780
14992	21851
15149	21649
15647	23017
15610	23050
18356	28714
18106	25415
18210	25988
18452	25652
18014	25596
18792	27578
18890	27642
18379	27212
18363	28408
18838	28022
19341	27786
17015	24362
17112	23570
16690	23520
16696	23274
16905	23505
17638	23520
16642	23167
16239	23178
16273	23032
16062	23100
16705	23040
16928	23290
16896	24521
17336	25237
15962	22825
15635	22727
14139	17928
14510	18228
14533	18758
14283	19210
14341	19056
14537	18007
15011	17673
14627	18128
15007	20468
15017	19610
15105	20235
15180	20041
15178	20233
15234	21276
15365	21499
15326	21263
15870	21225
14879	21127
15205	22343
15090	22014
15261	21868
15382	22585
15317	22235
19337	1213
18625	1835
19747	1712
24188	3128
21341	1570
21873	537
15683	3536
16294	4369
16273	3463
17297	4098
12062	5409
12333	6171
12827	9791
12650	11254
13624	9579
12277	11664
11611	12893
12372	12340
11046	13702
12012	14366
11473	14121
12504	12263
12095	12501
11720	13026
13319	10853
13069	11948
13812	9879
14435	9243
23737	4198
27544	6035
24805	2489
21191	1814
20861	1371
16148	5253
15416	5432
16510	5155
16510	4306
17497	4823
18039	4521
12460	13917
18879	29537
18765	29283
27456	26446
26972	26832
25542	26815
28568	25537
28578	25288
27848	25758
27465	26216
25706	22074
26384	23956
26343	20581
25489	21824
25880	20627
28424	10524
27120	13233
29167	7750
28330	8807
28989	14983
28453	17173
29256	16213
29177	15239
26916	18520
27544	17425
18450	28692
18938	29507
18688	29236
26080	28025
25306	26738
26195	28991
25725	26773
25688	28523
25137	26678
25304	26557
25934	29282
27012	26431
27863	25422
27513	25741
27014	26306
25156	21707
25333	23899
26194	25238
28030	17292
27335	17340
27252	17569
26685	17884
26355	18977
26343	11773
26559	12603
26153	13220
28172	15496
28082	14935
28380	16714
29048	15871
17743	25661
17760	25267
17376	24731
17118	23508
17322	24187
18867	28346
19184	27992
18102	24693
18023	25412
18561	24681
19184	25812
16062	22729
15716	22639
16102	22979
15501	22675
15918	21227
14800	19417
14902	19498
15286	20122
15378	19851
15030	19594
15326	16887
15933	17663
15910	16851
17013	15692
14408	14464
14464	15294
17278	15926
16903	15350
17076	16182
16039	14347
15839	14190
16291	14197
16020	16468
16319	16601
13766	15248
12823	14288
13492	14345
13484	14966
13789	14647
13025	13640
13801	14155
14077	14939
14247	13888
15764	19131
15545	19246
16444	18742
16681	18596
16594	19320
16592	19661
16771	19906
16704	19588
15305	18168
15105	19040
14742	18280
15647	21784
15242	21763
15572	21895
15219	21607
15562	21716
15353	21655
18513	28800
18016	24328
17985	24717
18749	24231
19798	25091
19666	25703
19756	28082
18932	28923
19366	28296
20123	28840
17752	24079
17254	23515
17731	23498
16928	23224
17228	23578
17837	23470
16742	22967
16930	23082
16294	22881
16319	22725
16767	22915
16456	22821
17760	24752
16123	22673
15778	22566
15609	22494
14840	18416
15582	18786
15294	20176
15188	20347
15637	19632
15411	19874
15526	19964
15595	20138
15332	20320
15172	20543
15391	21353
15428	21457
15493	21588
15699	21319
15524	21286
15808	21499
15697	21693
15685	21520
15999	21228
15912	21006
15509	22429
15405	22152
15766	21757
15603	22302
18442	2640
19026	1805
17341	2512
19570	2500
18192	2704
18861	2590
17361	2771
18204	2621
19333	3190
23498	4940
23277	4073
24019	4302
20861	1847
20832	2506
20402	1067
16473	6452
15455	5683
16686	5816
17666	5447
13645	11612
13547	10713
13578	12795
14565	9598
15568	8761
14110	10376
12606	13097
12110	13500
13113	13252
12908	13458
13201	13156
14364	11639
14141	12443
14354	10768
13805	13166
14727	9990
16292	8640
23078	3999
22887	5109
23408	5257
23796	5026
24532	4494
25562	7499
27690	5378
20536	1905
20655	2905
20125	2527
20246	1709
20075	1684
16521	6627
15653	6684
15553	6287
16836	6352
19189	29375
18557	29014
26731	26375
25669	26467
27588	25407
27150	25655
27031	25595
25143	25082
24862	21605
25141	22327
25600	11500
25775	13173
26048	12722
27337	15698
28282	16138
27206	15137
27896	16996
28311	16318
25957	18312
25855	19500
26997	17187
18615	28966
19975	28912
18454	28850
25400	28817
24947	25065
24082	26356
25391	28955
24966	24625
23377	24909
23441	26166
23763	27257
24499	28041
27239	25320
24580	21507
24599	22106
25051	23593
27223	16687
25696	18453
25498	19417
24931	11037
25389	12036
25765	11135
25692	12787
25661	12063
25427	13135
25515	13506
27273	15713
27469	16305
27144	15150
17468	23498
17246	22933
19735	28917
17975	24089
17854	24083
18386	24259
18990	23967
20340	24415
20112	24215
20133	25367
21251	27224
20040	25564
16183	22615
15841	22493
15693	22375
16008	21061
15993	21263
15922	21260
15918	21411
15833	20983
15866	20570
15428	18872
15242	19761
15368	18788
15605	20022
15739	19809
15301	19799
15662	19697
15624	19557
15597	19459
16269	18046
16252	17548
16413	17978
16500	17458
16571	18398
17249	16560
16623	16577
16515	14666
17282	15446
17649	15884
14026	13523
14873	14507
14685	14192
15249	14282
13584	13792
17336	16562
17209	16914
17654	16563
17668	17310
17322	14192
18238	15772
15908	13460
15703	14013
15514	13694
15672	13024
16392	16908
13371	13437
14431	13777
14807	13544
15808	19192
15572	19359
15906	19288
16928	18585
16777	19241
16684	18644
16813	18642
16721	19034
16969	18521
17167	18599
16767	19205
16861	19484
16853	19733
16819	19951
16930	19662
16909	20017
16896	19572
15780	21714
15532	21651
18767	29219
17964	23969
18296	23940
18413	23954
19199	23684
20674	25117
20415	23822
19627	23827
20770	24123
20765	24936
20444	25578
21410	28079
21354	26492
21283	28260
21468	28459
17015	23015
17246	22826
17516	23191
17956	23441
16775	23073
18167	23396
17036	22859
16863	22752
16515	22727
16992	22917
16392	22637
16070	22456
16235	22569
16264	22539
17263	22773
16609	22575
16898	22685
15974	22535
15764	22435
15851	22189
15463	20301
15315	20570
15664	20072
15739	19678
15793	19878
15749	20128
15447	20598
15599	20289
15826	21741
15954	21402
15962	21006
16039	21015
15733	20961
15762	20582
15797	20585
15935	20341
15703	22016
15820	21860
23139	6212
23704	5339
24336	5176
22302	4876
22617	6060
25066	4755
20528	3601
20037	2942
15693	6840
16884	6534
16828	7764
14663	12132
14539	12205
14371	12816
15046	10594
15188	9829
15776	9260
15824	10000
16287	9091
16166	7891
17190	8557
14612	11189
15038	11909
14623	12672
14587	13179
15190	10816
15288	10259
17184	9103
16275	10004
17195	7670
16056	7660
23475	3497
22006	5386
22061	5979
22989	6774
23427	6296
24240	5503
25166	5240
26136	5038
25435	8350
25373	8321
25902	8553
24922	10344
24417	8015
25003	7455
19516	3384
19952	3509
20444	4227
17499	6388
23448	24533
24974	24465
23354	21079
23158	23780
24036	23198
24978	24296
24880	11748
23637	10008
25417	12751
25696	10839
24734	13051
24687	13446
25719	14633
26518	15884
27398	16316
26382	15321
26643	16420
24369	18783
24666	20372
24338	19058
24194	27720
23610	28632
24065	29589
24119	29045
23162	26077
22903	24825
23988	27499
23153	27080
21892	29435
23564	24254
23402	24308
23005	24475
22720	26959
22851	24515
22382	24840
22909	26010
23072	27359
23249	28617
23406	28815
22801	20883
23260	21351
23560	24133
23018	23659
26240	16485
27342	16036
24976	18227
24370	17563
23049	19031
24409	19302
24774	12684
23074	9304
23120	10325
26017	11056
24670	13592
24511	13502
25777	14649
24511	14459
26370	15919
26628	16355
26265	15344
17318	23164
17958	23216
17512	23116
18694	23171
19253	23552
18273	23372
21237	23689
20603	23977
20880	25096
20744	23437
19960	23388
21497	26329
22300	27345
20621	25582
16221	22541
15902	22268
16135	22406
16170	20944
15735	20608
15993	20272
15833	20310
15853	19947
15856	19578
15876	19808
16613	18373
16540	17676
16665	18348
17036	17548
17447	13262
15902	12678
17597	15428
18104	13444
18882	15675
18917	17194
18984	17738
19293	18460
15061	13973
17332	16916
18187	17748
17668	17673
16848	18354
17334	17617
18229	17909
17526	18581
17595	12530
18834	12912
15345	11723
16508	12086
19130	15632
15269	13277
16052	19419
16287	19676
16825	18530
17117	18542
17758	18658
16867	19001
16974	18650
16934	18995
17184	18902
16996	19198
17426	18583
17119	18641
17810	18670
17153	19198
16980	19793
16971	20067
17143	19357
16857	20142
16807	20254
17051	20153
16064	22174
15889	21720
18607	23209
18517	22992
19214	23353
20515	23274
20884	23495
19904	23113
21606	24045
21414	23476
20920	25151
22188	26717
21910	25851
21925	28171
20421	29914
22330	28455
22521	27618
17312	22812
17195	22618
17339	22747
17952	23127
17499	23066
17956	23348
18223	23158
16957	22546
16584	22612
16020	22222
16331	22450
16383	22377
17163	22557
17403	22736
17359	22799
16997	22464
15666	20293
15841	20191
15902	20020
15989	19478
15974	19660
15878	19889
16237	19813
15741	20295
16189	22033
16041	21688
16064	21313
16164	22126
16337	20860
15593	20625
16037	20239
22013	8123
23262	6851
24065	6467
25131	5624
21937	5975
21621	5906
19704	5779
19962	4218
15513	10611
15831	10407
16390	11227
16267	10375
17174	10017
16004	11306
17168	10326
16798	11176
20436	6315
21506	8490
24178	8017
24228	6486
25744	6811
25043	6525
23982	9840
24989	7053
19583	6590
22036	21472
22505	20783
22202	21734
23283	21997
22083	22784
22449	23949
22726	8961
24004	9258
24246	13460
24376	15179
25529	15362
25310	16161
25293	16410
22384	19330
23865	27837
23583	28087
23145	28490
22507	25995
22234	26723
22232	24594
22175	24590
22451	25979
